movieId,title_cast,director,runtime,budget,plot_keywords
458,Jason Patric|Gene Hackman|Robert Duvall|Wes Studi|Matt Damon|Rodney A. Grant|Kevin Tighe|Steve Reevis|Carlos Palomino|Victor Aaron|Stuart Proud Eagle Grant|Stephen McHattie|John Finn|Lee de Broux|Rino Thunder,John Milius,115.0,"$35,000,000",arizona territory|apache territory|chiricahua apache|scout
459,Alec Baldwin|Kim Basinger|Michael Madsen|James Woods|David Morse|Jennifer Tilly|James Stephens|Richard Farnsworth|Philip Seymour Hoffman|Burton Gilliam|Royce D. Applegate|Daniel Villarreal|Scott McKenna|Alex Colon|Justin Williams,Jim Thompson,115.0,,manhunt|fugitive|neo noir|one last job
460,Macaulay Culkin|Ted Danson|Glenne Headly|Saul Rubinek|Gailard Sartain|Sam McMurray|Hector Elizondo|Sydney Walker|Kathleen Wilhoite|Dann Florek|Ron Canada|Ralph Peduto|Bert Kinyon|Melvin Thompson|Danny James Hunter,Tom S. Parker,109.0,"$30,000,000",convict|ex convict|coin|bakery
461,V.S. Brodie|Guinevere Turner|T. Wendy McMillan|Migdalia Melendez|Anastasia Sharp|Mary Garvey|Jennifer Allen|Walter Youngblood|Danielia Falcon|Art Stone|Elspeth Kydd|Tracy Kimme|Brooke Webster|Mimi Weddell|Scout,Rose Troche,83.0,"$15,000",directorial debut|all female crew|african american|black american
462,Colin Friels|Sean Connery|John Lithgow|Diana Rigg|Louis Gossett Jr.|Joanne Whalley|Sarah-Jane Fenton|Maynard Eziashi|Jeremy Crutchley|Jackie Mofokeng|Daphne Greenwood|Themba Ndaba|David Phetoe|Dambuza Mdledle|Lillian Dube,William Boyd,94.0,"$20,000,000",based on novel|independent film|british diplomat|female nudity
463,Rebecca De Mornay|Don Johnson|Stephen Lang|Jack Warden|Dana Ivey|Ron White|Norma Dell'Agnese|Sean McCann|Luis Guzmán|Robert Kennedy|James Blendick|Tom Butler|Christina Grace|Lynne Cormack|Barbara Eve Harris,Larry Cohen,107.0,"$12,000,000",female stockinged feet|foot closeup|camera shot of feet|pantyhose
464,Chuck Pfarrer|Robert Apisa|Arnold Vosloo|Lance Henriksen|Douglas Rye|Mike Leinert|Yancy Butler|Lenore Banks|Willie C. Carpenter|Jean-Claude Van Damme|Barbara Tasker|Kasi Lemmons|Randy Cheramie|Eliott Keener|Robert Pavlovich,Chuck Pfarrer,97.0,"$18,000,000",crime boss|gangster|organized crime|mercenary
465,Haing S. Ngor|Bussaro Sanruck|Supak Pititam|Joan Chen|Thuan K. Nguyen|Hiep Thi Le|Lan Nguyen Calderon|Thuan Le|Dustin Nguyen|Mai Le Ho|Vinh Dang|Khiem Thai|Liem Whatley|Michelle Vynh Le|Tuan Tran,Le Ly Hayslip,140.0,"$33,000,000",domestic violence|female protagonist|vietnam|war crime
466,Charlie Sheen|Lloyd Bridges|Valeria Golino|Richard Crenna|Brenda Bakke|Miguel Ferrer|Rowan Atkinson|Jerry Haleva|David Wohl|Mitchell Ryan|Michael Colyar|Ryan Stiles|Rosemary Johnston|Ben Lemon|Buck McDancer,Jim Abrahams,86.0,"$25,000,000",male objectification|ronald reagan character|saddam hussein character|richard m. nixon character
467,Dana Delany|Kim Cattrall|Cynthia Stevenson|Laila Robins|Lora Zane|Olivia d'Abo|Glenn Quinn|Tim Choate|Jeremy Jordan|Vaginal Davis|Simon Templeman|Julianna Lavin|Jerry Spicer|Joshua Beckett|Brian Markinson,Julianna Lavin,95.0,,leg spreading|breasts|spanking|lesbian kiss
468,Hugh Grant|Tara Fitzgerald|Colm Meaney|Ian McNeice|Ian Hart|Kenneth Griffith|Tudor Vaughan|Hugh Vaughan|Robert Pugh|Robert Blythe|Garfield Morgan|Lisa Palfrey|Dafydd Wyn Roberts|Ieuan Rhys|Anwen Williams,Ifor David Monger,99.0,"$40,997,769",topography|welsh people|scientific expedition|welsh valleys
469,Maria Conchita Alonso|António Assunção|Julie Balloo|Frank Baker|Antonio Banderas|João Cabral|Carlos César|Sarita Choudhury|Rogério Claro|Edith Clement|Glenn Close|Miriam Colon|Oscar A. Colon|Franco Diogent|Pedro Efe,Isabel Allende,140.0,"$40,000,000",patriarch|chilean coup d'etat|oppression|family saga
470,Christopher Reid|Christopher Martin|David Edwards|Angela Means|Tisha Campbell-Martin|Immature|Ketty Lester|Bernie Mac|Michael Colyar|Chris Tucker|Tionne 'T-Boz' Watkins|Lisa 'Left Eye' Lopes|Rozonda 'Chilli' Thomas|Khandi Alexander|Anthony Johnson,Reginald Hudlin,100.0,,beach party|teensploitation|party|house party
471,Tim Robbins|Jennifer Jason Leigh|Paul Newman|Charles Durning|John Mahoney|Jim True-Frost|Bill Cobbs|Bruce Campbell|Harry Bugin|John Seitz|Joe Grifasi|Roy Brocksmith|John Wylie|I.M. Hobson|Gary Allen,Ethan Coen,111.0,"$40,000,000",art deco|reference to oklahoma the stage musical|neo screwball comedy|comics page
472,Nick Nolte|Whittni Wright|Albert Brooks|Julie Kavner|Joely Richardson|Tracey Ullman|Jeb Brown|Joely Fisher|Vicki Lewis|Anne Heche|Ian McKellen|Joel Thurm|Angela Alvarado|Dominik Lukas-Espeleta|Justina Hardesty,James L. Brooks,115.0,"$40,000,000",female nudity|topless female nudity|barefoot woman|actor
473,Pauly Shore|Andy Dick|Lori Petty|David Alan Grier|Esai Morales|Lynn Whitfield|Art LaFleur|Fabiana Udenio|Glenn Morshower|Beau Billingslea|Peter Spellos|Barry Nolan|Coleen Christie|Ryan Cutrona|Paul Mooney,Steve Zacharias,91.0,,military|u.s. military|shaved head|head shaving
474,Clint Eastwood|John Malkovich|Rene Russo|Dylan McDermott|Gary Cole|Fred Thompson|John Mahoney|Gregory Alan Williams|Jim Curley|Sally Hughes|Clyde Kusatsu|Steve Hytner|Tobin Bell|Bob Schott|Juan A. Riojas,Wolfgang Petersen,128.0,"$40,000,000",miniskirt|second chance|firearm|assassin
475,Alison Crosbie|Daniel Day-Lewis|Philip King|Emma Thompson|Nye Heron|Anthony Brophy|Frankie McCafferty|Paul Warriner|Julian Walsh|Stuart Wolfenden|Jo Connor|Karen Carlisle|Seamus Moran|Billy Byrne|Maureen McBride,Gerry Conlon,133.0,"$13,000,000",prison|father son relationship|based on true story|anti irish bias
476,Larenz Tate|Joe Morton|Suzzanne Douglas|Glynn Turman|Vanessa Bell Calloway|A.J. Johnson|Morris Chestnut|Jada Pinkett Smith|Duane Martin|Mary Alice|Phyllis Yvonne Stickney|Markus Redmond|Perry Moore|Akia Victor|Aaron Griffin,Trey Ellis,110.0,,fire|vacation|teenager|marriage
477,RaéVen Kelly|Virginia Capers|Dororthy Thorton|Demetrice Cheathon|Nita Woods Allen|Helen Marie Lovelace|Natalie Wilson|Seymour Daniel Jr.|David McKinney|Jayd Stanfield|Maurice O'Neal|Frank Rasberry|Monroe Howard|Serist Roberts|Wakeen Best,Ike Turner,118.0,"$15,000,000",african american singer|african american woman|1980s|african american protagonist
478,Joe Pesci|Christian Slater|Victoria Abril|Jason Beghe|John Cothran|Hal Fishman|Jerry Dunphy|Andrea Kutyas|Kerry Kilbride|Paula López|Paul Dean Jackson|Joe Avellar|Susan Campos|Claudia Haro|Audrey Morgan,Barry Levinson,112.0,"$30,000,000",reference to konstantin stanislavski|vigilante|actor|reference to radio shack
479,Emilio Estevez|Cuba Gooding Jr.|Denis Leary|Stephen Dorff|Jeremy Piven|Peter Greene|Erik Schrody|Michael Wiseman|Michael DeLorenzo|Relioues Webb|Will Zahrn|Eugene Williams|Christine Harnos|Galyn Görg|Angela Alvarado,Lewis Colick,110.0,"$21,000,000",murder|manhunt|suspense|boxing match
480,Sam Neill|Laura Dern|Jeff Goldblum|Richard Attenborough|Bob Peck|Martin Ferrero|BD Wong|Joseph Mazzello|Ariana Richards|Samuel L. Jackson|Wayne Knight|Gerald R. Molen|Miguel Sandoval|Cameron Thor|Christopher John Fields,Michael Crichton,127.0,"$63,000,000",national film registry|dinosaur|tyrannosaurus rex|theme park
481,Brad Pitt|Kathy Larson|David Milford|David Duchovny|John Zarchen|David Rose|Michelle Forbes|Tommy Chappelle|Juliette Lewis|Judson Vaughn|James Michael McDougal|Patricia Sill|Brett Rice|Marisa Raper|Bill Crabb,Stephen Levy,117.0,"$9,000,000",journalist|brutality|shooting a policewoman|hairy chest
482,Eric Stoltz|Martin Raymond|Eric Pascal Chaltiel|Julie Delpy|Jean-Hugues Anglade|Gary Kemp|Salvator Xuereb|Bruce Ramsay|Tai Thai|Kario Salem|Elise Renee|Cecilia Peck|Ron Jeremy|Gian-Carlo Scandiuzzi|Gérard Bonn,Roger Avary,96.0,"$1,500,000",bank|call girl|kissing|sex scene
483,Jesse Bradford|Jeroen Krabbé|Lisa Eichhorn|Karen Allen|Spalding Gray|Elizabeth McGovern|Cameron Boyd|Adrien Brody|Joe Chrest|John McConnell|Amber Benson|Kristin Griffith|Chris Samples|Peggy Freisen|Katherine Heigl,A.E. Hotchner,103.0,"$8,000,000",doorman|epilepsy|seizure|kiss
484,Tom Guiry|Helen Slater|Jon Tenney|Brittany Boyd|Frederic Forrest|Richard Farnsworth|Michelle Williams|Joe Inscoe|Yvonne Erickson|Clayton Barclay Jones|Charlie Hofheimer|Jody Smith Strickler|Margaret Peery|David Bridgewater|Earnest Poole Jr.,Daniel Petrie,94.0,,one word title|human dog relationship|animal character name as title|dog
485,Arnold Schwarzenegger|F. Murray Abraham|Art Carney|Charles Dance|Frank McRae|Tom Noonan|Robert Prosky|Anthony Quinn|Mercedes Ruehl|Austin O'Brien|Ian McKellen|Professor Toru Tanaka|Joan Plowright|Keith Barish|Jim Belushi,Zak Penn,130.0,"$85,000,000",year 1993|video store|death character|polonius character
486,Michael J. Fox|Christina Vidal|Nathan Lane|Cyndi Lauper|David Krumholtz|David Huddleston|Victor Garber|Frances Chaney|Kathryn Grody|Mary Alice|Annabelle Gurwitch|Kathleen McNenny|Jonathan C. Kaplan|Tony Hendra|Mario Todisco,Marc Lawrence,91.0,,reference to astrology|reference to a zodiac sign|reference to scorpio the astrological sign|reference to scorpio the constellation
487,Paul Hogan|Cuba Gooding Jr.|Beverly D'Angelo|Kamala Lopez|Pat Hingle|L.Q. Jones|Richard Riehle|Frank McRae|Roger Daltrey|Max Cullen|Sandy Ward|Roy Brocksmith|Douglas Stewart|Kevin O'Morrison|Mark Miles,Simon Wincer,98.0,,mute man|interracial friendship|hooker with heart of gold|wild west
488,Jeremy Irons|John Lone|Barbara Sukowa|Ian Richardson|Annabel Leventon|Shizuko Hoshi|Richard McMillan|Vernon Dobtcheff|David Hemblen|Damir Andrei|Antony Parr|Margaret Ma|Tristram Jellinek|Philip McGough|David Neal,David Henry Hwang,101.0,,female nudity|topless female nudity|china|opera
489,Whoopi Goldberg|Ted Danson|Will Smith|Nia Long|Paul Rodriguez|Jennifer Tilly|Peggy Rea|Clyde Kusatsu|David Bowe|Jeff Joseph|Rawley Valverde|Fred Mancuso|Charlene Fernetz|Shawn Levy|Lu Leonard,Marcia Brandwynne,111.0,"$22,000,000",reckless driving|monkey|hospital|beer
490,Alec Baldwin|Nicole Kidman|Bill Pullman|Bebe Neuwirth|George C. Scott|Anne Bancroft|Peter Gallagher|Josef Sommer|Tobin Bell|William Duff-Griffin|Debrah Farentino|Gwyneth Paltrow|David Bowe|Diana Bellamy|Michael Hatt,Aaron Sorkin,107.0,"$20,000,000",surgeon|serial killer|neo noir|femme fatale
491,Mel Gibson|Nick Stahl|Margaret Whitton|Fay Masterson|Gaby Hoffmann|Geoffrey Lewis|Richard Masur|Michael DeLuise|Ethan Phillips|Jean De Baer|Jack De Mave|Viva|Justin Kanew|Sean Kellman|Chris Lineburg,Isabelle Holland,115.0,,directorial debut|disfigured face|directed by star|coming of age
492,Woody Allen|Diane Keaton|Jerry Adler|Lynn Cohen|Ron Rifkin|Joy Behar|William Addy|John Doumanian|Sylvia Kauders|Ira Wheeler|Alan Alda|Anjelica Huston|Melanie Norris|Marge Redmond|Zach Braff,Woody Allen,104.0,"$13,500,000",being followed in a car|cheap hotel|dead body in elevator|reference to warren comission
493,Tyrin Turner|Larenz Tate|June Kyoto Lu|Toshi Toda|Samuel L. Jackson|Anthony Johnson|Brandon Hammond|Glenn Plummer|Reginald Ballard|Khandi Alexander|Eugene Lee|James Pickens Jr.|Nancy Cheryll Davis|Jullian Roy Doster|Jada Pinkett Smith,Allen Hughes,97.0,"$3,500,000",1990s|african american family|ghetto|single mother
494,Kurt Russell|Steven Seagal|Halle Berry|John Leguizamo|Oliver Platt|Joe Morton|David Suchet|BD Wong|Len Cariou|Whip Hubley|Andreas Katsulas|Mary Ellen Trainor|Marla Maples|J.T. Walsh|Ingo Neuhaus,Jim Thomas,133.0,"$55,000,000",panic|survival|stealth plane|mission
495,,,,,
496,Karen Sillas|Tom Noonan,Tom Noonan,91.0,"$120,000",dinner date|loft apartment|minimal cast|based on play
497,Richard Briers|Kate Beckinsale|Imelda Staunton|Jimmy Yuill|Brian Blessed|Andy Hockley|Chris Barnes|Conrad Nelson|Phyllida Law|Emma Thompson|Alex Lowe|Denzel Washington|Keanu Reeves|Richard Clifford|Gerard Horan,William Shakespeare,111.0,"$11,000,000",directed by star|shakespeare's much ado about nothing|based on play|multi plot
498,Richard Gere|Lena Olin|Anne Bancroft|Tom Irwin|Delroy Lindo|Bruce Altman|Lauren Tom|Lisa Malkiewicz|Thomas Kopache|Peter Jurasik|León Singer|Anna Maria Horsford|Edward Padilla|Baha Jackson|Epatha Harris,Eric Roth,114.0,"$25,000,000",love|psychiatrist|bipolar disorder|concert
499,Matt Dillon|Annabella Sciorra|Mary-Louise Parker|William Hurt|Vincent D'Onofrio|David Barry Gray|Dan Hedaya|Bruce Kirby|Luis Guzmán|Jessica Harper|Joanna Merlin|Jennifer Alonzi|Frank E. Smurlo Jr.|Bruce Altman|Peter Appel,Amy Schor Ferris,98.0,"$13,000,000",woman wearing bra and panties|brief female frontal nudity|blind date|nurse
500,Robin Williams|Sally Field|Pierce Brosnan|Harvey Fierstein|Polly Holliday|Lisa Jakub|Matthew Lawrence|Mara Wilson|Robert Prosky|Anne Haney|Scott Capurro|Sydney Walker|Joe Bellan|Martin Mull|Terence McGovern,Anne Fine,125.0,"$25,000,000",male actor playing a female character|profanity|birthday|wild party
501,David Thewlis|Lesley Sharp|Katrin Cartlidge|Greg Cruttwell|Claire Skinner|Peter Wight|Ewen Bremner|Susan Vidler|Deborah MacLaren|Gina McKee|Carolina Giammetta|Elizabeth Berrington|Darren Tunstall|Robert Putt|Lynda Rooke,Mike Leigh,132.0,,sexual humiliation|rough sex|existentialism|male frontal nudity
502,Pat Morita|Hilary Swank|Michael Ironside|Constance Towers|Chris Conrad|Arsenio 'Sonny' Trinidad|Michael Cavalieri|Walton Goggins|Jim Ishida|Rodney Kageyama|Seth Sakai|Eugene Boles|Keena Keel|Tom O'Brien|Thomas Downey,Robert Mark Kamen,107.0,"$12,000,000",1990s|female protagonist|los angeles california|fourth part
503,Peter Weller|Judy Davis|Patrick Bauchau|Rachel Rosenthal|Adam West|Paula Marshall|Bruce Ramsay|Tanya Pohlkotte|Susan Traylor|Patricia Heaton|John Diehl|Maureen Mueller|Sandra Seacat|Samuel L. Jackson|Audra Lindley,Michael Tolkin,112.0,,yuppie|black comedy|surrealism|satire
504,Ray Liotta|Lance Henriksen|Stuart Wilson|Kevin Dillon|Kevin J. O'Connor|Don Henderson|Ian McNeice|Jack Shepherd|Michael Lerner|Ernie Hudson|Russell Kiefel|Brian M. Logan|Cheuk-Fai Chan|Machs Colombani|David Argue,Richard Herley,118.0,"$20,000,000",island|prison|prisoner|island prison
505,Elijah Wood|Jason Alexander|Julia Louis-Dreyfus|Marc Shaiman|Jussie Smollett|Taylor Fry|Alana Austin|Peg Shirley|Chuck Cooper|Alan Zweibel|Donavon Dietz|Teddy Bergman|Michael Cipriani|Joran Corneal|Joshua Kaplan,Alan Zweibel,87.0,"$40,000,000",voice over narration|video games in office|child protagonist|divorce
506,Tilda Swinton|Quentin Crisp|Jimmy Somerville|John Bott|Elaine Banham|Anna Farnworth|Sara Mair-Thomas|Anna Healy|Dudley Sutton|Simon Russell Beale|Matthew Sim|Jerome Willis|Viktor Stepanov|Charlotte Valandrey|Mary MacLeod,Sally Potter,94.0,"$4,000,000",female protagonist|england|epic|eternal youth
507,Kevin Costner|Clint Eastwood|Laura Dern|T.J. Lowther|Keith Szarabajka|Leo Burmester|Paul Hewitt|Bradley Whitford|Ray McKinnon|Jennifer Griffin|Leslie Flowers|Belinda Flowers|Darryl Cox|Jay Whiteaker|Taylor Suzanna McBride,John Lee Hancock,138.0,"$30,000,000",escaped convict|anti hero|1960s|child uses a gun
508,Tom Hanks|Denzel Washington|Roberta Maxwell|Buzz Kilman|Karen Finley|Daniel Chapman|Mark Sorensen Jr.|Jeffrey Williamson|Charles Glenn|Ron Vawter|Anna Deavere Smith|Stephanie Roth Haberle|Lisa Talerico|Joanne Woodward|Jason Robards,Ron Nyswaner,125.0,"$26,000,000",aids|city name in title|listening to opera|lawyer
509,Holly Hunter|Harvey Keitel|Sam Neill|Anna Paquin|Kerry Walker|Geneviève Lemon|Tungia Baker|Ian Mune|Peter Dennett|Te Whatanui Skipwith|Pete Smith|Bruce Allpress|Cliff Curtis|Carla Rupuha|Mahina Tunui,Jane Campion,121.0,"$7,000,000",mute|piano|mute woman|f rated
510,Khandi Alexander|Maya Angelou|Ché J. Avery|Lloyd Avery II|Kimberly Brooks|Rico Bueno|Maia Campbell|Jeff Cantrel|Michael Colyar|Kina Cosper|John Cothran|Dina D.|Joe Dalu|James Deeth|Norma Donaldson,John Singleton,109.0,"$14,000,000",african american|poetry|poet|ghetto
511,James Caan|Halle Berry|Omar Epps|Craig Sheffer|Kristy Swanson|Abraham Benrubi|Duane Davis|Jon Pennell|Joey Lauren Adams|J.C. Quinn|Andrew Bryniarski|Leon Pridgen|Michael Flippo|Jeff Portell|Ernest Dixon,David S. Ward,112.0,"$15,000,000",motorcycle|football recruiter|fictional university|heisman trophy
512,Donald Sutherland|Eric Thal|Julie Warner|Keith David|Will Patton|Richard Belzer|Tom Mason|Yaphet Kotto|Gerry Bamman|Sam Anderson|J. Patrick McCormack|Marshall Bell|Nicholas Cascone|Bruce Jarchow|Benjamin Mouton,Robert A. Heinlein,109.0,,alien|iowa|ambulance|fire truck
513,Brian Benben|Mary Stuart Masterson|Ned Beatty|George Burns|Scott Michael Campbell|Brion James|Michael Lerner|Michael McKean|Jeffrey Tambor|Stephen Tobolowsky|Christopher Lloyd|Larry Miller|Anita Morris|Corbin Bernsen|Rosemary Clooney,George Lucas,108.0,"$15,000,000",face slap|radio station manager|reference to rudy vallee|dressing room
514,Denis Leary|Judy Davis|Kevin Spacey|Robert J. Steinmiller Jr.|Glynis Johns|Raymond J. Barry|Richard Bright|Christine Baranski|Adam LeFevre|Phillip Nicoll|Ellie Raab|Bill Raymond|John Scurti|Jim Turner|Herbie Ade,Marie Weiss,96.0,"$11,000,000",thief|hostage|dysfunctional family|christmas
515,John Haycraft|Christopher Reeve|Anthony Hopkins|Emma Thompson|Caroline Hunt|James Fox|Peter Vaughan|Paula Jacobs|Ben Chaplin|Steve Dibben|Abigail Hopkins|Patrick Godfrey|Peter Cellier|Peter Halliday|Hugh Grant,Kazuo Ishiguro,134.0,"$15,000,000",butler|housekeeper|manor|estate
516,Danny DeVito|Gregory Hines|James Remar|Ed Begley Jr.|Lillo Brancato|Stacey Dash|Kadeem Hardison|Richard T. Jones|Khalil Kain|Peter Simmons|Gregory Sporleder|Mark Wahlberg|Cliff Robertson|Ben Wright|Ann Cusack,Jim Burnstein,128.0,"$40,000,000",teacher|basic training|u.s. army|unemployment
517,Sean Connery|Wesley Snipes|Harvey Keitel|Cary-Hiroyuki Tagawa|Kevin Anderson|Mako|Ray Wise|Stan Egi|Stan Shaw|Tia Carrere|Steve Buscemi|Tatjana Patitz|Peter Crombie|Sam Lloyd|Alexandra Powers,Michael Crichton,125.0,"$35,000,000",corpse|female frontal nudity|vulva|cmnf
518,Anthony Hopkins|Bridget Fonda|Matthew Broderick|John Cusack|Dana Carvey|Michael Lerner|Colm Meaney|John Neville|Lara Flynn Boyle|Traci Lind|Camryn Manheim|Roy Brocksmith|Norbert Weisser|Monica Parker|Jacob Reynolds,T. Coraghessan Boyle,118.0,"$25,000,000",eccentricity|man wears eyeglasses|health|therapy
519,Robert John Burke|Mario Machado|Remy Ryan|Jodi Long|John Posey|Rip Torn|Mako|John Castle|S.D. Nemeth|Edith Ivey|Curtis Taylor|CCH Pounder|Judson Vaughn|Ken Strong|Stanley Anderson,Edward Neumeier,104.0,"$22,000,000",robocop|christmas|robocop character|broadcast signal intrusion
520,Cary Elwes|Richard Lewis|Roger Rees|Amy Yasbeck|Mark Blankfield|Dave Chappelle|Isaac Hayes|Megan Cavanagh|Eric Allan Kramer|Matthew Porretta|Tracey Ullman|Patrick Stewart|Dom DeLuise|Dick Van Patten|Robert Ridgely,Mel Brooks,104.0,"$20,000,000",spoof|rabbi|castle|king
521,Gary Oldman|Wallace Wood|Juliette Lewis|David Proval|Will Patton|Gene Canfield|Larry Joshua|Michael Wincott|Lena Olin|William Duff-Griffin|James Cromwell|Paul Butler|Annabella Sciorra|Tony Sirico|Victoria Bastel,Hilary Henkin,110.0,"$11,500,000",pantyhose|sexy woman|bare butt|female rear nudity
522,Russell Crowe|Daniel Pollock|Jacqueline McKenzie|Alex Scott|Leigh Russell|Dan Wyllie|James McKenna|Eric Mueck|Frank Magree|Chris McLean|Josephine Keen|Samantha Bladon|Tony Lee|John Brumpton|Don Bridges,Geoffrey Wright,94.0,,skinhead|shot in the forehead|neo nazi|laundry drying on a clothesline
523,Ashley Judd|Todd Field|Bentley Mitchum|Allison Dean|Dorothy Lyman|Betsy Douds|Felicia Hernández|Divya Satia|Bobby Barnes|Sharon M. Lewis|Paul E. Mills|Brik Berkes|Abigail McKelvey|Kristina Daman|Mark Limmer,Jane Austen,114.0,"$800,000",female protagonist|watching tv|f rated|resort town
524,Sean Astin|Jon Favreau|Ned Beatty|Greta Lind|Scott Benjaminson|Mary Ann Thebus|Charles S. Dutton|Lili Taylor|Christopher Reed|Deborah Wittenberg|Christopher Erwin|Kevin Duda|Robert Benirschke|Luke Massery|Robert J. Steinmiller Jr.,Angelo Pizzo,114.0,,dyslexia|motivation|college football|notre dame fighting irish
525,Danny Glover|Matt Dillon|Rick Aviles|Nina Siemaszko|Ving Rhames|Joe Seneca|Harry Ellington|Ralph Hughes|Bahni Turpin|Robert Beatty|Reuben Schafer|Louis Williams|Adam Trese|Kevin Corrigan|Brian Tarantina,Lyle Kessler,,,homelessness|photograph|camera|loss of friend
526,Cyril Collard|Romane Bohringer|Carlos López|Corine Blue|Claude Winter|René-Marc Bini|Maria Schneider|Clémentine Célarié|Laura Favali|Denis D'Arcangelo|Jean-Jacques Jauffret|Aïssa Djabri|Francisco Giménez|Marine Delterme|Yannick Tolila,Cyril Collard,126.0,,gay|nudity|jealousy|violence
527,Liam Neeson|Ben Kingsley|Ralph Fiennes|Caroline Goodall|Jonathan Sagall|Embeth Davidtz|Malgorzata Gebel|Shmuel Levy|Mark Ivanir|Béatrice Macola|Andrzej Seweryn|Friedrich von Thun|Krzysztof Luft|Harry Nehring|Norbert Weisser,Steven Spielberg,195.0,"$22,000,000",accountant|champagne|villa|womanizer
528,Albert Brooks|Brendan Fraser|Dianne Wiest|Anne Twomey|Lane Smith|Michael Rapaport|Barry Shabaka Henley|John Capodice|Art Garfield|Louis Giovannetti|Stephen Demek|Ralph Drischell|Brett Rickaby|Jack Rader|Marcia Rodd,Roger Angell,101.0,,vomiting|major league baseball|airport|new york city
529,Max Pomeranc|Joe Mantegna|Joan Allen|Ben Kingsley|Laurence Fishburne|Michael Nirenberg|Robert Stephens|David Paymer|Hal Scardino|Vasek Simek|William H. Macy|Dan Hedaya|Laura Linney|Anthony Heald|Steven Randazzo,Fred Waitzkin,109.0,"$12,000,000",chess|child prodigy|new york city|speed chess
530,William Hurt|Nathan Yapp|Keith Allen|Chris Cleary Miles|Doris Irving|James Warrior|Jane Horrocks|Alfred Lynch|Rachel Freeman|Gus Troakes|Mossie Smith|Martin Troakes|Shaun Dingwall|Paul Wilson|Alan Cumming,David Cook,105.0,,orphanage|village|suicide|social worker
531,Kate Maberly|Heydon Prowse|Andrew Knott|Maggie Smith|Laura Crossley|John Lynch|Walter Sparrow|Irène Jacob|Frank Baker|Valerie Hill|Andrea Pickering|Peter Moreton|Arthur Spreckley|Colin Bruce|Parsan Singh,Frances Hodgson Burnett,101.0,"$18,000,000",garden|costume drama|english garden|robin
532,Kathleen Turner|Sam Waterston|Ricki Lake|Matthew Lillard|Scott Morgan|Walt MacPherson|Justin Whalin|Patricia Dunnock|Lonnie Horsey|Mink Stole|Mary Jo Catlett|John Badila|Kathy Fannon|Doug Roberts|Traci Lords,John Waters,95.0,"$13,000,000",serial killer|middle class family|dysfunctional family|serial killer as protagonist
533,Alec Baldwin|John Lone|Penelope Ann Miller|Peter Boyle|Ian McKellen|Tim Curry|Jonathan Winters|Sab Shimono|Andre Gregory|Brady Tsurutani|James Hong|Arsenio 'Sonny' Trinidad|Joseph Maher|John Kapelos|Max Wright,Walter B. Gibson,108.0,"$25,000,000",villain|tough guy|hero|good man
534,Julian Fellowes|Roddy Maude-Roxby|Michael Denison|Andrew Seear|Tim McMullan|John Wood|Andrew Hawkins|Peter Howell|Anthony Hopkins|Edward Hardwicke|Robert Flemyng|James Frain|Toby Whithouse|Daniel Goode|Scott Handy,Richard Attenborough,131.0,"$22,000,000",writer|marriage|1950s|honesty
535,Andie MacDowell|Bruce Davison|Jack Lemmon|Zane Cassidy|Julianne Moore|Matthew Modine|Anne Archer|Fred Ward|Jennifer Jason Leigh|Chris Penn|Joseph C. Hopkins|Josette Maccario|Lili Taylor|Robert Downey Jr.|Madeleine Stowe,Raymond Carver,188.0,,waitress|destruction of property|female full rear nudity|marriage crisis
536,Steve Martin|Gabriel Byrne|Laura Linney|Catherine O'Hara|Alana Austin|Alyssa Austin|Alaina Mobley|Callie Mobley|Victoria Evans|Elizabeth Evans|Stephen Baldwin|Byron Jennings|Michael Des Barres|Tim Ware|David Dwyer,George Eliot,106.0,,girl|gold|secret|miser
537,Hugh Grant|Tara Fitzgerald|Sam Neill|Pamela Rabe|Portia de Rossi|Tziporah Malkah|Elle Macpherson|Ben Mendelsohn|John Polson|Mark Gerber|Julia Stone|Ellie MacCarthy|Vincent Ball|John Duigan|Lexy Murphy,John Duigan,98.0,,female full frontal nudity|nude modeling|female exhibitionist|clothed female naked male
538,Stockard Channing|Will Smith|Donald Sutherland|Ian McKellen|Mary Beth Hurt|Bruce Davison|Richard Masur|Anthony Michael Hall|Heather Graham|Eric Thal|Anthony Rapp|Oz Perkins|Catherine Kellner|J.J. Abrams|Joe Pentangelo,John Guare,112.0,"$12,000,000",racism|urban setting|satire|new york city
539,Tom Hanks|Ross Malinger|Rita Wilson|Victor Garber|Tom Riis Farrell|Carey Lowell|Meg Ryan|Bill Pullman|Le Clanché du Rand|Kevin O'Morrison|David Hyde Pierce|Valerie Wright|Frances Conroy|Tom Tammi|Calvin Trillin,Jeff Arch,105.0,"$21,000,000",seattle washington|radio show|place name in title|profanity
540,Sharon Stone|William Baldwin|Tom Berenger|Polly Walker|Colleen Camp|Amanda Foreman|Martin Landau|CCH Pounder|Nina Foch|Keene Curtis|Nicholas Pryor|Anne Betancourt|Tony Peck|Frantz Turner|Melvyn Kinder,Ira Levin,107.0,"$40,000,000",masturbation|voyeurism|hidden camera|erotic thriller
541,,,,,
